date,open,high,low,close,volume
2023-01-03,384.37,386.43,377.831,380.82,74850731.0
2023-01-04,383.18,385.88,380.0,383.76,85934098.0
2023-01-05,381.72,381.84,378.76,379.38,76275354.0
2023-01-06,382.61,389.25,379.4127,388.08,104052662.0
2023-01-09,390.37,393.7,387.67,387.86,73978071.0
2023-01-10,387.25,390.65,386.27,390.58,65298094.0
2023-01-11,392.23,395.6,391.38,395.52,68702980.0
2023-01-12,396.67,398.485,392.42,396.96,90145699.0
2023-01-13,393.62,399.1,393.34,398.5,63853932.0
2023-01-17,398.48,400.23,397.06,397.77,62577281.0
2023-01-18,399.01,400.12,391.28,391.49,99495062.0
2023-01-19,389.36,391.08,387.26,388.64,86601919.0
2023-01-20,390.1,396.04,388.38,395.88,91542126.0
2023-01-23,396.72,402.645,395.72,400.63,84178797.0
2023-01-24,398.88,401.15,397.64,400.2,59469411.0
2023-01-25,395.95,400.7,393.56,400.35,84684501.0
2023-01-26,403.13,404.92,400.03,404.75,72177425.0
2023-01-27,403.655,408.16,403.44,405.68,68249180.0
2023-01-30,402.8,405.13,400.28,400.59,74067618.0
2023-01-31,401.13,406.53,400.77,406.48,86655786.0
2023-02-01,405.211,413.67,402.35,410.8,101459155.0
2023-02-02,414.86,418.31,412.88,416.78,101192713.0
2023-02-03,411.59,416.97,411.09,412.35,94577181.0
2023-02-06,409.79,411.29,408.1,409.83,60250025.0
2023-02-07,408.87,416.49,407.57,415.19,90721745.0
2023-02-08,413.13,414.53,409.93,410.65,76227462.0
2023-02-09,414.41,414.57,405.81,407.09,78564109.0
2023-02-10,405.86,408.44,405.01,408.04,70767615.0
2023-02-13,408.72,412.97,408.24,412.83,64903039.0
2023-02-14,411.24,415.05,408.511,412.64,87681813.0
2023-02-15,410.35,414.06,409.47,413.98,61368279.0
2023-02-16,408.79,412.91,408.14,408.28,76418169.0
2023-02-17,406.06,407.51,404.05,407.26,89196815.0
2023-02-21,403.06,404.16,398.82,399.09,82585674.0
2023-02-22,399.52,401.13,397.02,398.54,83500793.0
2023-02-23,401.56,402.2,396.25,400.66,96195399.0
2023-02-24,395.42,397.25,393.64,396.38,108122913.0
2023-02-27,399.87,401.29,396.75,397.73,80251136.0
2023-02-28,397.23,399.28,396.15,396.26,96350567.0
2023-03-01,395.41,396.69,393.38,394.74,99552823.0
2023-03-02,392.68,398.69,392.33,397.81,85372726.0
2023-03-03,399.71,404.45,399.03,404.19,90119952.0
2023-03-06,405.05,407.45,404.01,404.47,72758446.0
2023-03-07,404.42,404.67,397.625,398.27,108161096.0
2023-03-08,398.39,399.71,396.59,398.92,74446632.0
2023-03-09,399.74,401.48,390.53,391.56,111830522.0
2023-03-10,390.99,393.16,384.32,385.91,189189896.0
2023-03-13,381.81,390.39,380.65,385.36,157039967.0
2023-03-14,390.5,393.45,387.05,391.73,149752354.0
2023-03-15,385.89,389.49,383.71,389.28,172784933.0
2023-03-16,386.82,396.47,386.29,396.11,143667640.0
2023-03-17,393.22,394.4,388.55,389.99,140350911.0
2023-03-20,390.8,394.17,390.07,393.74,93055783.0
2023-03-21,397.24,399.41,395.58,398.91,91439734.0
2023-03-22,398.73,402.49,392.07,392.11,111699083.0
2023-03-23,395.09,399.29,390.35,393.17,119243819.0
2023-03-24,391.841,395.84,389.4,395.75,107397124.0
2023-03-27,398.12,398.92,395.56,396.49,74010408.0
2023-03-28,395.77,396.49,393.69,395.6,62871680.0
2023-03-29,399.925,401.6,398.68,401.35,77497876.0
2023-03-30,404.09,404.35,401.76,403.7,69726849.0
2023-03-31,404.66,409.7,404.55,409.39,112024624.0
2023-04-03,408.85,411.37,408.44,410.95,67331097.0
2023-04-04,411.62,411.92,407.24,408.67,66526534.0
2023-04-05,407.91,408.7,405.88,407.6,64855243.0
2023-04-06,406.77,409.48,405.678,409.19,63743345.0
2023-04-10,406.61,409.69,405.97,409.61,63681042.0
2023-04-11,410.26,411.18,408.92,409.72,59297945.0
2023-04-12,411.87,412.17,407.44,408.05,86413179.0
2023-04-13,409.18,413.84,407.9922,413.47,85785954.0
2023-04-14,412.81,415.09,410.06,412.46,78155845.0
2023-04-17,412.37,413.96,411.085,413.94,66321399.0
2023-04-18,415.58,415.72,412.7802,414.21,63550097.0
2023-04-19,412.22,415.08,412.16,414.14,55227330.0
2023-04-20,411.21,413.7,410.27,411.88,75840359.0
2023-04-21,412.19,412.68,410.17,412.2,73107422.0
2023-04-24,411.99,413.07,410.6,412.63,64324595.0
2023-04-25,410.58,411.16,406.02,406.08,96743071.0
2023-04-26,406.72,407.84,403.78,404.36,80447049.0
2023-04-27,407.0,412.69,406.74,412.41,92943619.0
2023-04-28,411.49,415.94,411.43,415.93,89433137.0
2023-05-01,415.47,417.62,415.265,415.51,62012504.0
2023-05-02,414.77,414.82,407.82,410.84,103880184.0
2023-05-03,411.36,413.87,407.77,408.02,91531769.0
2023-05-04,406.93,407.27,403.74,405.13,94831863.0
2023-05-05,408.91,413.72,408.64,412.63,87627791.0
2023-05-08,412.97,413.24,411.28,412.74,50046768.0
2023-05-09,411.13,412.09,410.6894,410.93,49215359.0
2023-05-10,413.88,414.535,408.87,412.85,96142922.0
2023-05-11,411.95,412.43,409.97,412.13,70147264.0
2023-05-12,413.42,413.64,409.07,411.59,70481548.0
2023-05-15,412.22,413.43,410.23,413.01,54289383.0
2023-05-16,411.86,412.815,410.24,410.25,57705495.0
2023-05-17,412.35,415.855,410.635,415.23,86786957.0
2023-05-18,414.9,419.67,414.67,419.23,97177195.0
2023-05-19,420.17,420.72,417.35,418.62,103793317.0
2023-05-22,418.64,420.39,417.35,418.79,60717899.0
2023-05-23,417.08,418.722,413.68,414.09,86383493.0
2023-05-24,412.42,412.82,409.8795,411.09,89201678.0
2023-05-25,414.74,416.16,412.4101,414.65,90961606.0
2023-05-26,415.33,420.77,415.25,420.02,93829975.0
2023-05-30,422.03,422.58,418.735,420.18,72207960.0
2023-05-31,418.28,419.22,416.22,417.85,110782530.0
2023-06-01,418.09,422.92,416.79,421.82,88758018.0
2023-06-02,424.5,428.74,423.95,427.92,91426171.0
2023-06-05,428.28,429.67,426.37,427.1,70168016.0
2023-06-06,426.67,428.5772,425.99,428.03,63706675.0
2023-06-07,428.44,429.62,426.11,426.55,85344025.0
2023-06-08,426.62,429.6,425.82,429.13,61952842.0
2023-06-09,429.96,431.99,428.87,429.9,85647268.0
2023-06-12,430.92,433.88,430.17,433.8,76256703.0
2023-06-13,435.32,437.33,434.63,436.66,95847204.0
2023-06-14,437.01,439.0612,433.59,437.18,100603680.0
2023-06-15,436.33,443.9,436.23,442.6,110195091.0
2023-06-16,443.02,443.6078,438.97,439.46,114165849.0
2023-06-20,437.45,438.37,435.03,437.18,75935359.0
2023-06-21,436.16,436.99,434.33,434.94,76840751.0
2023-06-22,433.95,436.62,433.6,436.51,70510175.0
2023-06-23,432.93,435.06,432.47,433.21,91981537.0
2023-06-26,432.62,434.61,431.19,431.44,72723560.0
2023-06-27,432.35,436.81,431.88,436.17,73064702.0
2023-06-28,435.05,437.44,434.41,436.39,75635976.0
2023-06-29,435.96,438.28,435.54,438.11,67882304.0
2023-06-30,441.44,444.3,441.11,443.28,104964019.0
